,ID,datetime,electricity_consumption
277,277,2013-07-12 13:00:00,264
278,278,2013-07-12 14:00:00,294
279,279,2013-07-12 15:00:00,267
280,280,2013-07-12 16:00:00,306
281,281,2013-07-12 17:00:00,228
282,282,2013-07-12 18:00:00,267
283,283,2013-07-12 19:00:00,258
284,284,2013-07-12 20:00:00,258
285,285,2013-07-12 21:00:00,294
286,286,2013-07-12 22:00:00,321
287,287,2013-07-12 23:00:00,348
288,288,2013-07-13 00:00:00,360
289,289,2013-07-13 01:00:00,498
290,290,2013-07-13 02:00:00,468
291,291,2013-07-13 03:00:00,432
292,292,2013-07-13 04:00:00,369
293,293,2013-07-13 05:00:00,342
294,294,2013-07-13 06:00:00,366
295,295,2013-07-13 07:00:00,354
296,296,2013-07-13 08:00:00,372
297,297,2013-07-13 09:00:00,366
298,298,2013-07-13 10:00:00,327
299,299,2013-07-13 11:00:00,333
300,300,2013-07-13 12:00:00,309
301,301,2013-07-13 13:00:00,264
302,302,2013-07-13 14:00:00,255
303,303,2013-07-13 15:00:00,264
304,304,2013-07-13 16:00:00,282
305,305,2013-07-13 17:00:00,258
306,306,2013-07-13 18:00:00,243
307,307,2013-07-13 19:00:00,270
308,308,2013-07-13 20:00:00,303
309,309,2013-07-13 21:00:00,318
310,310,2013-07-13 22:00:00,342
311,311,2013-07-13 23:00:00,282
312,312,2013-07-14 00:00:00,225
313,313,2013-07-14 01:00:00,213
314,314,2013-07-14 02:00:00,225
315,315,2013-07-14 03:00:00,219
316,316,2013-07-14 04:00:00,207
317,317,2013-07-14 05:00:00,201
318,318,2013-07-14 06:00:00,195
319,319,2013-07-14 07:00:00,192
320,320,2013-07-14 08:00:00,213
321,321,2013-07-14 09:00:00,225
322,322,2013-07-14 10:00:00,198
323,323,2013-07-14 11:00:00,225
324,324,2013-07-14 12:00:00,207
325,325,2013-07-14 13:00:00,210
326,326,2013-07-14 14:00:00,213
327,327,2013-07-14 15:00:00,213
328,328,2013-07-14 16:00:00,195
329,329,2013-07-14 17:00:00,222
330,330,2013-07-14 18:00:00,195
331,331,2013-07-14 19:00:00,207
332,332,2013-07-14 20:00:00,204
333,333,2013-07-14 21:00:00,186
334,334,2013-07-14 22:00:00,204
335,335,2013-07-14 23:00:00,201
336,336,2013-07-15 00:00:00,189
337,337,2013-07-15 01:00:00,213
338,338,2013-07-15 02:00:00,210
339,339,2013-07-15 03:00:00,192
340,340,2013-07-15 04:00:00,183
341,341,2013-07-15 05:00:00,195
342,342,2013-07-15 06:00:00,204
343,343,2013-07-15 07:00:00,207
344,344,2013-07-15 08:00:00,207
345,345,2013-07-15 09:00:00,210
346,346,2013-07-15 10:00:00,195
347,347,2013-07-15 11:00:00,204
348,348,2013-07-15 12:00:00,210
349,349,2013-07-15 13:00:00,192
350,350,2013-07-15 14:00:00,222
351,351,2013-07-15 15:00:00,207
352,352,2013-07-15 16:00:00,195
353,353,2013-07-15 17:00:00,210
354,354,2013-07-15 18:00:00,216
355,355,2013-07-15 19:00:00,216
356,356,2013-07-15 20:00:00,219
357,357,2013-07-15 21:00:00,195
358,358,2013-07-15 22:00:00,210
359,359,2013-07-15 23:00:00,243
360,360,2013-07-16 00:00:00,219
361,361,2013-07-16 01:00:00,222
362,362,2013-07-16 02:00:00,210
363,363,2013-07-16 03:00:00,210
364,364,2013-07-16 04:00:00,198
365,365,2013-07-16 05:00:00,204
366,366,2013-07-16 06:00:00,207
367,367,2013-07-16 07:00:00,198
368,368,2013-07-16 08:00:00,189
369,369,2013-07-16 09:00:00,210
370,370,2013-07-16 10:00:00,219
371,371,2013-07-16 11:00:00,213
372,372,2013-07-16 12:00:00,234
373,373,2013-07-16 13:00:00,243
374,374,2013-07-16 14:00:00,228
375,375,2013-07-16 15:00:00,216
376,376,2013-07-16 16:00:00,219
377,377,2013-07-16 17:00:00,249
378,378,2013-07-16 18:00:00,252
379,379,2013-07-16 19:00:00,288
380,380,2013-07-16 20:00:00,255
381,381,2013-07-16 21:00:00,273
382,382,2013-07-16 22:00:00,273
383,383,2013-07-16 23:00:00,264
384,384,2013-07-17 00:00:00,324
385,385,2013-07-17 01:00:00,327
386,386,2013-07-17 02:00:00,348
387,387,2013-07-17 03:00:00,246
388,388,2013-07-17 04:00:00,240
389,389,2013-07-17 05:00:00,237
390,390,2013-07-17 06:00:00,213
391,391,2013-07-17 07:00:00,240
392,392,2013-07-17 08:00:00,231
393,393,2013-07-17 09:00:00,222
394,394,2013-07-17 10:00:00,234
395,395,2013-07-17 11:00:00,210
396,396,2013-07-17 12:00:00,189
397,397,2013-07-17 13:00:00,225
398,398,2013-07-17 14:00:00,222
399,399,2013-07-17 15:00:00,213
400,400,2013-07-17 16:00:00,213
401,401,2013-07-17 17:00:00,216
402,402,2013-07-17 18:00:00,198
403,403,2013-07-17 19:00:00,207
404,404,2013-07-17 20:00:00,222
405,405,2013-07-17 21:00:00,201
406,406,2013-07-17 22:00:00,216
407,407,2013-07-17 23:00:00,210
408,408,2013-07-18 00:00:00,213
409,409,2013-07-18 01:00:00,186
410,410,2013-07-18 02:00:00,204
411,411,2013-07-18 03:00:00,189
412,412,2013-07-18 04:00:00,204
413,413,2013-07-18 05:00:00,204
414,414,2013-07-18 06:00:00,207
415,415,2013-07-18 07:00:00,204
416,416,2013-07-18 08:00:00,198
417,417,2013-07-18 09:00:00,237
418,418,2013-07-18 10:00:00,237
419,419,2013-07-18 11:00:00,228
420,420,2013-07-18 12:00:00,228
421,421,2013-07-18 13:00:00,213
422,422,2013-07-18 14:00:00,192
423,423,2013-07-18 15:00:00,192
424,424,2013-07-18 16:00:00,204
425,425,2013-07-18 17:00:00,222
426,426,2013-07-18 18:00:00,189
427,427,2013-07-18 19:00:00,201
428,428,2013-07-18 20:00:00,201
429,429,2013-07-18 21:00:00,228
430,430,2013-07-18 22:00:00,198
431,431,2013-07-18 23:00:00,198
432,432,2013-07-19 00:00:00,201
433,433,2013-07-19 01:00:00,231
434,434,2013-07-19 02:00:00,216
435,435,2013-07-19 03:00:00,201
436,436,2013-07-19 04:00:00,216
437,437,2013-07-19 05:00:00,204
438,438,2013-07-19 06:00:00,210
439,439,2013-07-19 07:00:00,207
440,440,2013-07-19 08:00:00,213
441,441,2013-07-19 09:00:00,204
442,442,2013-07-19 10:00:00,198
443,443,2013-07-19 11:00:00,204
444,444,2013-07-19 12:00:00,195
445,445,2013-07-19 13:00:00,198
446,446,2013-07-19 14:00:00,204
447,447,2013-07-19 15:00:00,213
448,448,2013-07-19 16:00:00,201
449,449,2013-07-19 17:00:00,204
450,450,2013-07-19 18:00:00,216
451,451,2013-07-19 19:00:00,189
452,452,2013-07-19 20:00:00,210
453,453,2013-07-19 21:00:00,222
454,454,2013-07-19 22:00:00,222
455,455,2013-07-19 23:00:00,198
456,456,2013-07-20 00:00:00,195
457,457,2013-07-20 01:00:00,189
458,458,2013-07-20 02:00:00,216
459,459,2013-07-20 03:00:00,192
460,460,2013-07-20 04:00:00,207
461,461,2013-07-20 05:00:00,222
462,462,2013-07-20 06:00:00,195
463,463,2013-07-20 07:00:00,222
464,464,2013-07-20 08:00:00,189
465,465,2013-07-20 09:00:00,204
466,466,2013-07-20 10:00:00,213
467,467,2013-07-20 11:00:00,219
468,468,2013-07-20 12:00:00,240
469,469,2013-07-20 13:00:00,231
470,470,2013-07-20 14:00:00,213
471,471,2013-07-20 15:00:00,222
472,472,2013-07-20 16:00:00,249
473,473,2013-07-20 17:00:00,270
474,474,2013-07-20 18:00:00,246
475,475,2013-07-20 19:00:00,267
476,476,2013-07-20 20:00:00,264
477,477,2013-07-20 21:00:00,282
478,478,2013-07-20 22:00:00,294
479,479,2013-07-20 23:00:00,306
480,480,2013-07-21 00:00:00,342
481,481,2013-07-21 01:00:00,339
482,482,2013-07-21 02:00:00,225
483,483,2013-07-21 03:00:00,225
484,484,2013-07-21 04:00:00,228
485,485,2013-07-21 05:00:00,216
486,486,2013-07-21 06:00:00,219
487,487,2013-07-21 07:00:00,216
488,488,2013-07-21 08:00:00,237
489,489,2013-07-21 09:00:00,216
490,490,2013-07-21 10:00:00,225
491,491,2013-07-21 11:00:00,228
492,492,2013-07-21 12:00:00,210
493,493,2013-07-21 13:00:00,231
494,494,2013-07-21 14:00:00,204
495,495,2013-07-21 15:00:00,228
496,496,2013-07-21 16:00:00,246
497,497,2013-07-21 17:00:00,282
498,498,2013-07-21 18:00:00,315
499,499,2013-07-21 19:00:00,354
500,500,2013-07-21 20:00:00,342
501,501,2013-07-21 21:00:00,360
502,502,2013-07-21 22:00:00,384
503,503,2013-07-21 23:00:00,405
504,504,2013-07-22 00:00:00,402
505,505,2013-07-22 01:00:00,354
506,506,2013-07-22 02:00:00,258
507,507,2013-07-22 03:00:00,243
508,508,2013-07-22 04:00:00,231
509,509,2013-07-22 05:00:00,222
510,510,2013-07-22 06:00:00,246
511,511,2013-07-22 07:00:00,261
512,512,2013-07-22 08:00:00,276
513,513,2013-07-22 09:00:00,303
514,514,2013-07-22 10:00:00,243
515,515,2013-07-22 11:00:00,228
516,516,2013-07-22 12:00:00,240
517,517,2013-07-22 13:00:00,258
518,518,2013-07-22 14:00:00,222
519,519,2013-07-22 15:00:00,249
520,520,2013-07-22 16:00:00,231
521,521,2013-07-22 17:00:00,231
522,522,2013-07-22 18:00:00,243
523,523,2013-07-22 19:00:00,198
524,524,2013-07-22 20:00:00,225
525,525,2013-07-22 21:00:00,216
526,526,2013-07-22 22:00:00,207
527,527,2013-07-22 23:00:00,213
528,528,2013-07-23 00:00:00,192
529,529,2013-07-23 01:00:00,216
530,530,2013-07-23 02:00:00,210
531,531,2013-07-23 03:00:00,198
532,532,2013-07-23 04:00:00,204
533,533,2013-07-23 05:00:00,201
534,534,2013-07-23 06:00:00,189
535,535,2013-07-23 07:00:00,207
536,536,2013-07-23 08:00:00,198
537,537,2013-07-23 09:00:00,204
538,538,2013-07-23 10:00:00,204
539,539,2013-07-23 11:00:00,216
540,540,2013-07-23 12:00:00,201
541,541,2013-07-23 13:00:00,198
542,542,2013-07-23 14:00:00,192
543,543,2013-07-23 15:00:00,216
544,544,2013-07-23 16:00:00,207
545,545,2013-07-23 17:00:00,210
546,546,2013-07-23 18:00:00,189
547,547,2013-07-23 19:00:00,216
548,548,2013-07-23 20:00:00,219
549,549,2013-07-23 21:00:00,201
550,550,2013-07-23 22:00:00,207
551,551,2013-07-23 23:00:00,216
552,744,2013-08-01 00:00:00,228
553,745,2013-08-01 01:00:00,231
554,746,2013-08-01 02:00:00,216
555,747,2013-08-01 03:00:00,240
556,748,2013-08-01 04:00:00,228
557,749,2013-08-01 05:00:00,216
558,750,2013-08-01 06:00:00,237
559,751,2013-08-01 07:00:00,210
560,752,2013-08-01 08:00:00,240
561,753,2013-08-01 09:00:00,240
562,754,2013-08-01 10:00:00,249
563,755,2013-08-01 11:00:00,228
564,756,2013-08-01 12:00:00,237
565,757,2013-08-01 13:00:00,201
566,758,2013-08-01 14:00:00,225
567,759,2013-08-01 15:00:00,210
568,760,2013-08-01 16:00:00,231
569,761,2013-08-01 17:00:00,210
570,762,2013-08-01 18:00:00,204
571,763,2013-08-01 19:00:00,213
572,764,2013-08-01 20:00:00,249
573,765,2013-08-01 21:00:00,237
574,766,2013-08-01 22:00:00,249
575,767,2013-08-01 23:00:00,270
576,768,2013-08-02 00:00:00,288
577,769,2013-08-02 01:00:00,273
578,770,2013-08-02 02:00:00,279
579,771,2013-08-02 03:00:00,300
580,772,2013-08-02 04:00:00,270
581,773,2013-08-02 05:00:00,258
582,774,2013-08-02 06:00:00,240
583,775,2013-08-02 07:00:00,252
584,776,2013-08-02 08:00:00,258
585,777,2013-08-02 09:00:00,243
586,778,2013-08-02 10:00:00,255
587,779,2013-08-02 11:00:00,252
588,780,2013-08-02 12:00:00,252
589,781,2013-08-02 13:00:00,255
590,782,2013-08-02 14:00:00,213
591,783,2013-08-02 15:00:00,231
592,784,2013-08-02 16:00:00,228
593,785,2013-08-02 17:00:00,216
594,786,2013-08-02 18:00:00,204
595,787,2013-08-02 19:00:00,225
596,788,2013-08-02 20:00:00,255
597,789,2013-08-02 21:00:00,282
598,790,2013-08-02 22:00:00,246
599,791,2013-08-02 23:00:00,258
600,792,2013-08-03 00:00:00,288
601,793,2013-08-03 01:00:00,603
602,794,2013-08-03 02:00:00,273
603,795,2013-08-03 03:00:00,237
604,796,2013-08-03 04:00:00,222
605,797,2013-08-03 05:00:00,237
606,798,2013-08-03 06:00:00,210
607,799,2013-08-03 07:00:00,231
608,800,2013-08-03 08:00:00,243
609,801,2013-08-03 09:00:00,222
610,802,2013-08-03 10:00:00,258
611,803,2013-08-03 11:00:00,216
612,804,2013-08-03 12:00:00,237
613,805,2013-08-03 13:00:00,222
614,806,2013-08-03 14:00:00,231
615,807,2013-08-03 15:00:00,246
616,808,2013-08-03 16:00:00,264
617,809,2013-08-03 17:00:00,315
618,810,2013-08-03 18:00:00,378
619,811,2013-08-03 19:00:00,372
620,812,2013-08-03 20:00:00,399
621,813,2013-08-03 21:00:00,501
622,814,2013-08-03 22:00:00,525
623,815,2013-08-03 23:00:00,528
624,816,2013-08-04 00:00:00,561
625,817,2013-08-04 01:00:00,648
626,818,2013-08-04 02:00:00,507
627,819,2013-08-04 03:00:00,504
628,820,2013-08-04 04:00:00,450
629,821,2013-08-04 05:00:00,396
630,822,2013-08-04 06:00:00,291
631,823,2013-08-04 07:00:00,288
632,824,2013-08-04 08:00:00,288
633,825,2013-08-04 09:00:00,300
634,826,2013-08-04 10:00:00,318
635,827,2013-08-04 11:00:00,270
636,828,2013-08-04 12:00:00,246
637,829,2013-08-04 13:00:00,222
638,830,2013-08-04 14:00:00,243
639,831,2013-08-04 15:00:00,234
640,832,2013-08-04 16:00:00,237
641,833,2013-08-04 17:00:00,222
642,834,2013-08-04 18:00:00,408
643,835,2013-08-04 19:00:00,378
644,836,2013-08-04 20:00:00,354
645,837,2013-08-04 21:00:00,363
646,838,2013-08-04 22:00:00,288
647,839,2013-08-04 23:00:00,255
648,840,2013-08-05 00:00:00,219
649,841,2013-08-05 01:00:00,252
650,842,2013-08-05 02:00:00,243
651,843,2013-08-05 03:00:00,261
652,844,2013-08-05 04:00:00,258
653,845,2013-08-05 05:00:00,258
654,846,2013-08-05 06:00:00,276
655,847,2013-08-05 07:00:00,282
656,848,2013-08-05 08:00:00,285
657,849,2013-08-05 09:00:00,297
658,850,2013-08-05 10:00:00,306
659,851,2013-08-05 11:00:00,291
660,852,2013-08-05 12:00:00,318
661,853,2013-08-05 13:00:00,312
662,854,2013-08-05 14:00:00,330
663,855,2013-08-05 15:00:00,348
664,856,2013-08-05 16:00:00,369
665,857,2013-08-05 17:00:00,381
666,858,2013-08-05 18:00:00,411
667,859,2013-08-05 19:00:00,402
668,860,2013-08-05 20:00:00,363
669,861,2013-08-05 21:00:00,387
670,862,2013-08-05 22:00:00,384
671,863,2013-08-05 23:00:00,411
672,864,2013-08-06 00:00:00,468
673,865,2013-08-06 01:00:00,408
674,866,2013-08-06 02:00:00,342
675,867,2013-08-06 03:00:00,294
676,868,2013-08-06 04:00:00,198
677,869,2013-08-06 05:00:00,210
678,870,2013-08-06 06:00:00,198
679,871,2013-08-06 07:00:00,219
680,872,2013-08-06 08:00:00,210
681,873,2013-08-06 09:00:00,234
682,874,2013-08-06 10:00:00,237
683,875,2013-08-06 11:00:00,234
684,876,2013-08-06 12:00:00,210
685,877,2013-08-06 13:00:00,207
686,878,2013-08-06 14:00:00,201
687,879,2013-08-06 15:00:00,219
688,880,2013-08-06 16:00:00,234
689,881,2013-08-06 17:00:00,210
690,882,2013-08-06 18:00:00,228
691,883,2013-08-06 19:00:00,222
692,884,2013-08-06 20:00:00,246
693,885,2013-08-06 21:00:00,222
694,886,2013-08-06 22:00:00,273
695,887,2013-08-06 23:00:00,279
696,888,2013-08-07 00:00:00,312
697,889,2013-08-07 01:00:00,294
698,890,2013-08-07 02:00:00,321
699,891,2013-08-07 03:00:00,306
700,892,2013-08-07 04:00:00,315
701,893,2013-08-07 05:00:00,345
702,894,2013-08-07 06:00:00,327
703,895,2013-08-07 07:00:00,339
704,896,2013-08-07 08:00:00,327
705,897,2013-08-07 09:00:00,318
706,898,2013-08-07 10:00:00,306
707,899,2013-08-07 11:00:00,333
708,900,2013-08-07 12:00:00,378
709,901,2013-08-07 13:00:00,342
710,902,2013-08-07 14:00:00,336
711,903,2013-08-07 15:00:00,342
712,904,2013-08-07 16:00:00,348
713,905,2013-08-07 17:00:00,324
714,906,2013-08-07 18:00:00,270
715,907,2013-08-07 19:00:00,300
716,908,2013-08-07 20:00:00,420
717,909,2013-08-07 21:00:00,519
718,910,2013-08-07 22:00:00,546
719,911,2013-08-07 23:00:00,498
720,912,2013-08-08 00:00:00,426
721,913,2013-08-08 01:00:00,414
722,914,2013-08-08 02:00:00,342
723,915,2013-08-08 03:00:00,348
724,916,2013-08-08 04:00:00,333
725,917,2013-08-08 05:00:00,375
726,918,2013-08-08 06:00:00,396
727,919,2013-08-08 07:00:00,366
728,920,2013-08-08 08:00:00,315
729,921,2013-08-08 09:00:00,345
730,922,2013-08-08 10:00:00,324
731,923,2013-08-08 11:00:00,294
732,924,2013-08-08 12:00:00,249
733,925,2013-08-08 13:00:00,234
734,926,2013-08-08 14:00:00,237
